,Unnamed: 0,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME,season,name,pid,team,g,min,dunks,poss,stl,blk,orb,drb
0,1,2007,12204,Mohamed,Abukar,Mohamed Abukar,SF,80.0,6' 8'',81.75,6' 9.75'',210.0,81.0,6' 9'',103.0,8' 7'',8.9,,,30.5,35.0,11.78,,3.37,15.0,mohamed-abukar,2007,mohamed-abukar,15385,San Diego State,9,308,0.2,507,0.98,3.09,3.89,16.03
1,2,2020,1630173,Precious,Achiuwa,Precious Achiuwa,PF,79.5,6'7.50'',80.7,6'8.75'',234.0,84.75,7'0.75'',108.5,9'0.50'',6.7,9.0,10.0,,,,,,,precious-achiuwa,2020,precious-achiuwa,4431679,Memphis,31,943,2.59,1740,1.95,6.4,12.5,27.05
2,4,2012,203112,Quincy,Acy,Quincy Acy,PF,78.5,6' 6.5'',79.75,6' 7.75'',223.8,86.75,7' 2.75'',106.5,8' 10.5'',7.1,9.5,11.0,32.0,37.0,10.48,,3.28,13.0,quincy-acy,2012,quincy-acy,41788,Baylor,11,346,3.71,592,1.86,7.92,12.36,19.39
3,5,2013,203500,Steven,Adams,Steven Adams,C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,steven-adams,2013,steven-adams,61218,Pittsburgh,13,284,3.24,432,2.08,12.64,20.12,23.23
4,6,2014,203919,Jordan,Adams,Jordan Adams,SG,75.5,6' 3.5'',76.75,6' 4.75'',208.8,82.0,6' 10'',102.0,8' 6'',10.8,8.5,7.5,24.5,29.5,12.13,3.05,3.5,,jordan-adams,2014,jordan-adams,61730,UCLA,32,963,0.0,1720,5.17,0.5,7.96,14.34
5,9,2009,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,6' 5.25'',78.5,6' 6.5'',236.2,86.0,7' 2'',107.5,8' 11.5'',7.9,,,27.5,31.5,11.34,,3.32,16.0,jeff-adrien,2009,jeff-adrien,26956,UConn,30,1046,1.84,1793,0.95,2.8,11.79,21.6
6,10,2006,200772,Maurice,Ager,Maurice Ager,SG-PG,75.25,6' 3.25'',76.5,6' 4.5'',203.0,79.75,6' 7.75'',101.5,8' 5.5'',8.0,,,29.5,35.0,11.73,,3.22,11.0,maurice-ager,2006,maurice-ager,11118,Michigan State,30,1037,1.23,1711,1.23,0.87,3.26,13.28
7,13,2010,202374,Solomon,Alabi,Solomon Alabi,C,83.5,6' 11.5'',84.75,7' 0.75'',237.4,89.0,7' 5'',113.0,9' 5'',5.0,9.25,9.25,22.5,26.0,13.2,,3.68,10.0,solomon-alabi,2010,solomon-alabi,36130,Florida State,27,692,2.61,1185,1.69,10.76,11.35,18.35
8,14,2010,202332,Cole,Aldrich,Cole Aldrich,C,81.0,6' 9'',83.25,6' 11.25'',236.0,88.75,7' 4.75'',111.5,9' 3.5'',8.5,9.0,9.25,23.0,28.0,11.48,,3.35,10.0,cole-aldrich,2010,cole-aldrich,36170,Kansas,34,911,2.07,1597,1.63,12.87,14.56,27.66
9,15,2006,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,6' 10'',83.25,6' 11.25'',234.0,88.75,7' 4.75'',110.0,9' 2'',8.7,,,26.5,34.0,12.02,,3.43,8.0,lamarcus-aldridge,2006,lamarcus-aldridge,22514,Texas,31,1037,2.24,1743,2.47,6.26,13.92,19.33
10,17,2008,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220.0,83.5,6' 11.5'',106.0,8' 10'',5.8,,,32.5,38.5,11.33,,2.99,24.0,joe-alexander,2008,joe-alexander,27301,West Virginia,27,845,1.39,1437,1.46,5.81,8.26,16.85
11,18,2015,1626146,Cliff,Alexander,Cliff Alexander,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',239.2,87.5,7' 3.5'',109.5,9' 1.5'',5.8,9.5,10.25,,,,,,,cliff-alexander,2015,cliff-alexander,3133600,Kansas,27,472,3.66,791,0.63,7.56,14.64,20.82
12,19,2020,1630234,Ty-Shon,Alexander,Ty-Shon Alexander,SG,74.0,6'2.00'',76.0,6'4.00'',200.8,80.0,6'8.00'',100.0,8'4.00'',12.3,8.75,8.75,28.0,33.0,11.33,2.47,3.26,,ty-shon-alexander,2020,ty-shon-alexander,4278555,Creighton,23,814,0.14,1452,2.34,0.76,0.78,15.84
13,20,2019,1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,SG,76.25,6' 4.25'',77.5,6' 5.5'',203.8,81.5,6' 9.5'',102.0,8' 6'',5.9,8.5,8.75,,,,,,,nickeil-alexander-walker,2019,nickeil-alexander-walker,4278039,Virginia Tech,29,995,0.75,1601,3.31,2.42,1.77,13.74
14,21,2018,1628959,Rawle,Alkins,Rawle Alkins,SG,74.75,6' 2.75'',76.25,6' 4.25'',217.4,80.75,6' 8.75'',99.0,8' 3'',8.9,8.5,10.0,32.5,40.5,11.5,3.09,3.15,10.0,rawle-alkins,2018,rawle-alkins,4066334,Arizona,22,688,0.59,1183,2.37,2.55,8.37,11.3
15,22,2017,1628959,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,6' 2.5'',75.75,6' 3.75'',222.6,80.75,6' 8.75'',99.0,8' 3'',11.0,8.75,10.0,31.5,40.5,11.99,3.18,3.3,7.0,rawle-alkins,2017,rawle-alkins,4066334,Arizona,31,847,0.76,1446,1.87,2.1,7.98,15.46
16,25,2018,1628960,Grayson,Allen,Grayson Allen,SG,75.0,6' 3'',76.5,6' 4.5'',198.0,79.25,6' 7.25'',97.0,8' 1'',5.55,8.25,10.0,32.5,40.5,10.31,3.04,3.15,,grayson-allen,2018,grayson-allen,3135045,Duke,33,1161,0.82,2085,2.64,0.17,1.97,9.02
17,26,2017,1628386,Jarrett,Allen,Jarrett Allen,C,81.0,6' 9'',82.25,6' 10.25'',233.6,89.25,7' 5.25'',109.5,9' 1.5'',7.4,9.5,10.5,31.5,35.5,11.82,3.0,3.21,4.0,jarrett-allen,2017,jarrett-allen,4066328,Texas,31,998,2.51,1712,1.11,5.18,11.83,20.85
18,27,2017,1628443,Kadeem,Allen,Kadeem Allen,PG,73.0,6' 1'',74.25,6' 2.25'',192.4,81.25,6' 9.25'',99.5,8' 3.5'',6.4,8.5,8.75,33.0,35.5,11.24,2.98,3.15,7.0,kadeem-allen,2017,kadeem-allen,3134880,Arizona,29,864,0.27,1474,2.78,2.31,1.67,14.79
19,29,2006,201165,Morris,Almond,Morris Almond,SG-SF,76.75,6' 4.75'',78.0,6' 6'',214.0,82.0,6' 10'',102.5,8' 6.5'',6.9,,,31.0,35.5,11.45,,3.19,13.0,morris-almond,2006,morris-almond,15209,Rice,3,92,0.0,164,3.04,1.96,9.51,10.24
20,30,2010,202329,Al-Farouq,Aminu,Al-Farouq Aminu,SF,79.25,6' 7.25'',80.5,6' 8.5'',216.0,87.25,7' 3.25'',108.5,9' 0.5'',8.2,9.5,9.5,27.0,33.5,11.29,,3.3,13.0,al-farouq-aminu,2010,al-farouq-aminu,41037,Wake Forest,27,848,2.93,1501,2.66,4.93,15.27,21.65
21,35,2006,202151,Rashad,Anderson,Rashad Anderson,SG,75.25,6' 3.25'',76.5,6' 4.5'',224.0,79.0,6' 7'',100.0,8' 4'',17.3,,,27.5,32.5,11.77,,3.48,13.0,rashad-anderson,2006,rashad-anderson,11221,UConn,29,664,0.08,1209,1.9,1.48,4.38,10.02
22,36,2010,202341,James,Anderson,James Anderson,SF,76.75,6' 4.75'',77.75,6' 5.75'',207.6,80.5,6' 8.5'',104.0,8' 8'',7.9,8.5,7.25,30.0,35.5,11.86,,3.19,14.0,james-anderson,2010,james-anderson,36251,Oklahoma State,26,897,1.25,1523,2.36,2.14,7.03,12.89
23,36,2010,202341,James,Anderson,James Anderson,SF,76.75,6' 4.75'',77.75,6' 5.75'',207.6,80.5,6' 8.5'',104.0,8' 8'',7.9,8.5,7.25,30.0,35.5,11.86,,3.19,14.0,james-anderson,2010,james-anderson,36411,BYU,9,43,2.59,77,0.0,10.0,17.81,13.64
24,37,2014,203937,Kyle,Anderson,Kyle Anderson,SF,79.5,6' 7.5'',80.5,6' 8.5'',230.1,86.75,7' 2.75'',107.5,8' 11.5'',13.35,8.25,8.75,,,,,,,kyle-anderson,2014,kyle-anderson,57262,Delaware,32,1117,0.05,1983,1.41,0.96,2.39,9.69
25,37,2014,203937,Kyle,Anderson,Kyle Anderson,SF,79.5,6' 7.5'',80.5,6' 8.5'',230.1,86.75,7' 2.75'',107.5,8' 11.5'',13.35,8.25,8.75,,,,,,,kyle-anderson,2014,kyle-anderson,61731,UCLA,32,1062,0.32,1897,2.85,2.83,5.22,27.94
26,38,2015,1626147,Justin,Anderson,Justin Anderson,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',230.6,83.75,6' 11.75'',101.0,8' 5'',5.0,8.5,9.5,38.0,43.0,11.13,2.88,3.22,12.0,justin-anderson,2015,justin-anderson,61766,Virginia,23,645,1.68,953,1.57,2.33,3.38,16.58
27,40,2017,1628387,Ike,Anigbogu,Ike Anigbogu,C,80.5,6' 8.5'',81.75,6' 9.75'',252.2,90.25,7' 6.25'',110.5,9' 2.5'',5.4,9.5,10.0,29.5,32.5,12.52,3.48,3.44,11.0,ike-anigbogu,2017,ike-anigbogu,4066424,UCLA,27,355,3.64,658,0.61,9.02,14.42,21.94
28,41,2018,1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,PF,81.0,6' 9'',82.5,6' 10.5'',194.8,86.25,7' 2.25'',110.0,9' 2'',5.0,9.25,9.5,29.5,35.0,12.48,3.48,3.21,0.0,kostas-antetokounmpo,2018,kostas-antetokounmpo,4066490,Dayton,29,438,3.58,726,0.96,8.45,7.85,18.34
29,44,2017,1628384,OG,Anunoby,OG Anunoby,SF,78.25,6' 6.25'',79.75,6' 7.75'',232.4,86.25,7' 2.25'',107.5,8' 11.5'',6.8,9.25,9.5,,,,,,,og-anunoby,2017,og-anunoby,3934719,Indiana,16,402,3.65,712,2.95,5.3,9.55,16.97
30,50,2006,200756,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,6' 9.5'',82.25,6' 10.25'',240.0,88.0,7' 4'',109.0,9' 1'',6.3,,,28.5,31.5,12.28,,3.53,13.0,hilton-armstrong,2006,hilton-armstrong,11222,UConn,10,305,2.25,533,0.94,11.77,9.12,14.54
31,51,2008,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',80.5,6' 8.5'',216.0,82.75,6' 10.75'',107.0,8' 11'',7.3,,,28.5,30.0,12.18,,3.14,12.0,darrell-arthur,2008,darrell-arthur,31786,Kansas,32,757,1.98,1313,0.99,6.7,13.8,19.37
32,52,2017,1628503,Jamel,Artis,Jamel Artis,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',213.2,82.0,6' 10'',105.0,8' 9'',11.9,9.25,9.75,23.5,31.0,11.62,3.08,3.44,5.0,jamel-artis,2017,jamel-artis,66287,Pittsburgh,29,983,0.06,1658,0.66,0.83,4.84,13.09
33,53,2015,1626165,Brandon,Ashley,Brandon Ashley,PF,79.25,6' 7.25'',80.5,6' 8.5'',228.0,87.75,7' 3.75'',105.0,8' 9'',8.8,9.0,9.5,31.5,35.5,11.21,3.35,3.58,9.0,brandon-ashley,2015,brandon-ashley,61548,Arizona,31,877,0.82,1467,1.29,2.98,8.76,16.24
34,54,2008,201571,D.J.,Augustin,D.J. Augustin,PG,70.0,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,,,28.5,35.0,11.27,,3.07,2.0,dj-augustin,2008,dj-augustin,31578,Texas,32,1211,0.0,2015,1.79,0.0,1.65,7.71
35,55,2006,200788,James,Augustine,James Augustine,PF,80.25,6' 8.25'',81.75,6' 9.75'',227.0,84.25,7' 0.25'',104.0,8' 8'',5.5,,,30.0,32.5,10.54,,3.25,13.0,james-augustine,2006,james-augustine,10944,Illinois,27,874,2.26,1418,2.61,2.93,12.49,25.44
36,57,2018,1628962,Udoka,Azubuike,Udoka Azubuike,C,82.0,6' 10'',84.25,7' 0.25'',273.8,91.0,7' 7'',112.5,9' 4.5'',7.95,9.5,10.0,31.0,31.5,12.97,3.65,3.12,11.0,udoka-azubuike,2018,udoka-azubuike,4066299,Kansas,31,753,8.22,1338,1.2,7.79,13.33,22.24
37,58,2020,1628962,Udoka,Azubuike,Udoka Azubuike,C,82.0,6'10.00'',83.5,6'11.50'',259.5,91.25,7'7.25'',109.0,9'1.00'',9.61,9.25,10.0,37.0,41.0,11.82,3.61,3.23,,udoka-azubuike,2020,udoka-azubuike,4066299,Kansas,30,840,6.94,1425,0.98,10.94,16.47,29.02
38,59,2010,202337,Luke,Babbitt,Luke Babbitt,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',217.8,83.25,6' 11.25'',104.5,8' 8.5'',5.6,8.5,10.0,29.5,37.5,10.98,,3.4,15.0,luke-babbitt,2010,luke-babbitt,41425,Nevada,24,899,0.69,1605,1.56,2.12,6.67,20.78
39,60,2014,203947,Jordan,Bachynski,Jordan Bachynski,PF,85.25,7' 1.25'',86.0,7' 2'',254.1,88.0,7' 4'',108.5,9' 0.5'',7.45,9.25,10.0,29.0,33.0,12.15,3.03,3.36,,jordan-bachynski,2014,jordan-bachynski,51081,Arizona State,26,815,2.05,1414,0.78,11.79,8.43,22.16
40,61,2017,1628407,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',221.6,82.0,6' 10'',103.5,8' 7.5'',7.9,8.75,10.0,30.0,36.5,11.7,3.22,3.22,8.0,dwayne-bacon,2017,dwayne-bacon,3907821,Florida State,33,940,1.11,1709,1.87,0.45,4.43,12.49
41,62,2014,203946,Cameron,Bairstow,Cameron Bairstow,PF,80.75,6' 8.75'',81.75,6' 9.75'',252.4,84.75,7' 0.75'',107.0,8' 11'',8.7,8.75,9.0,31.0,33.5,11.39,3.09,3.37,,cameron-bairstow,2014,cameron-bairstow,51163,New Mexico,27,909,1.81,1490,1.07,5.05,9.47,18.28
42,64,2016,1627758,Ron,Baker,Ron Baker,SG,75.25,6' 3.25'',76.25,6' 4.25'',212.4,81.75,6' 9.75'',97.5,8' 1.5'',7.85,8.75,9.5,30.0,35.5,10.77,2.96,3.45,,ron-baker,2016,ron-baker,57475,Wichita State,31,972,0.31,1625,2.89,2.83,2.11,18.29
43,65,2016,1627735,Wade,Baldwin IV,Wade Baldwin IV,PG,74.5,6' 2.5'',76.0,6' 4'',201.8,83.25,6' 11.25'',100.0,8' 4'',5.2,9.0,9.75,32.5,38.0,10.45,3.01,3.19,,wade-baldwin-iv,2016,wade-baldwin-iv,3136696,Vanderbilt,31,930,0.8,1620,2.28,1.12,1.77,12.56
44,66,2006,200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,6' 5.25'',78.5,6' 6.5'',206.0,85.0,7' 1'',104.5,8' 8.5'',4.9,,,30.5,35.0,11.58,,3.22,9.0,renaldo-balkman,2006,renaldo-balkman,15457,South Carolina,22,552,2.32,863,4.87,5.27,12.31,20.86
45,70,2018,1628965,Jaylen,Barford,Jaylen Barford,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',207.6,75.5,6' 3.5'',96.5,8' 0.5'',11.65,8.0,8.25,27.0,33.0,11.39,3.21,3.31,7.0,jaylen-barford,2018,jaylen-barford,4066241,Arkansas,32,998,0.17,1790,1.9,1.18,3.97,11.73
46,73,2012,203084,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,,3.16,15.0,harrison-barnes,2012,harrison-barnes,51385,North Carolina,7,196,2.92,377,2.39,0.52,9.49,9.27
47,77,2012,203115,Will,Barton,Will Barton,SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,,3.6,0.0,will-barton,2012,will-barton,51259,Memphis,25,874,1.83,1478,2.5,2.09,6.39,20.33
48,80,2019,1629646,Charles,Bassey,Charles Bassey,C,80.75,6' 8.75'',82.0,6' 10'',239.0,87.5,7' 3.5'',109.5,9' 1.5'',8.5,9.25,9.5,29.0,33.0,12.65,3.27,3.53,7.0,charles-bassey,2019,charles-bassey,4397886,Western Kentucky,32,1003,2.47,1742,1.44,8.58,12.47,27.51
49,81,2018,1628966,Keita,Bates-Diop,Keita Bates-Diop,SG-SF,79.25,6' 7.25'',80.5,6' 8.5'',223.8,87.25,7' 3.25'',106.5,8' 10.5'',5.35,9.0,8.5,30.5,35.0,11.2,3.28,3.17,11.0,keita-bates-diop,2018,keita-bates-diop,3136779,Ohio State,30,986,0.96,1661,1.75,5.68,6.32,27.6
50,82,2006,12124,J.P.,Batista,J.P. Batista,PF,79.5,6' 7.5'',80.5,6' 8.5'',265.0,82.0,6' 10'',103.5,8' 7.5'',12.0,,,26.0,30.5,11.62,,3.38,26.0,jp-batista,2006,jp-batista,22276,Gonzaga,27,875,0.39,1531,1.44,2.71,12.74,22.71
51,84,2018,1628967,Tyus,Battle,Tyus Battle,SG,77.0,6' 5'',78.75,6' 6.75'',200.2,81.0,6' 9'',102.0,8' 6'',4.0,8.5,9.25,32.0,37.5,11.04,2.87,3.07,9.0,tyus-battle,2018,tyus-battle,4065722,Syracuse,30,1166,0.47,1898,2.32,0.67,1.59,8.27
52,86,2008,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',75.0,6' 3'',204.0,75.5,6' 3.5'',97.0,8' 1'',4.7,,,31.0,38.0,11.26,,3.07,10.0,jerryd-bayless,2008,jerryd-bayless,36075,Arizona,24,866,0.56,1417,1.76,0.35,2.02,8.36
53,88,2017,1628431,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,6' 6.25'',80.0,6' 8'',193.4,82.25,6' 10.25'',104.5,8' 8.5'',6.8,8.5,9.0,30.0,37.0,11.18,3.19,3.26,11.0,vj-beachem,2017,vj-beachem,66283,Notre Dame,33,1124,0.99,1919,1.61,3.23,2.43,11.95
54,89,2012,203078,Bradley,Beal,Bradley Beal,SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,,3.28,8.0,bradley-beal,2012,bradley-beal,56792,Florida,1,35,0.0,56,0.0,0.0,6.12,17.73
55,91,2008,201563,Michael,Beasley,Michael Beasley,PF-SF,79.0,6' 7'',80.25,6' 8.25'',239.0,84.25,7' 0.25'',107.0,8' 11'',7.7,,,30.0,35.0,11.06,,3.24,19.0,michael-beasley,2008,michael-beasley,36671,Kansas State,27,854,1.48,1548,2.2,5.53,13.44,31.12
56,92,2016,1627736,Malik,Beasley,Malik Beasley,SG,75.5,6' 3.5'',76.5,6' 4.5'',189.8,79.0,6' 7'',100.5,8' 4.5'',6.9,8.5,9.0,,,,0.0,,,malik-beasley,2016,malik-beasley,3907822,Florida State,34,1014,1.25,1833,1.75,0.65,5.46,16.48
57,98,2017,1628395,Jordan,Bell,Jordan Bell,PF,79.0,6' 7'',80.5,6' 8.5'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',5.4,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16.0,jordan-bell,2017,jordan-bell,66207,Oregon,31,879,2.6,1539,2.66,7.88,11.8,24.39
58,98,2017,1628395,Jordan,Bell,Jordan Bell,PF,79.0,6' 7'',80.5,6' 8.5'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',5.4,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16.0,jordan-bell,2017,jordan-bell,4067766,Northwestern State,23,265,0.0,482,1.45,3.06,7.09,25.31
59,99,2016,1627761,DeAndre,Bembry,DeAndre Bembry,SG-SF,76.25,6' 4.25'',77.75,6' 5.75'',206.6,81.25,6' 9.25'',101.0,8' 5'',7.0,8.0,9.25,32.0,38.0,10.9,2.87,3.17,,deandre-bembry,2016,deandre-bembry,67645,Saint Joseph's,34,1261,1.2,2245,2.05,2.45,4.67,19.73
60,101,2011,202728,Keith,Benson,Keith Benson,C-PF,82.0,6' 10'',83.0,6' 11'',217.0,87.75,7' 3.75'',109.5,9' 1.5'',6.1,9.5,11.0,31.5,36.0,11.88,,3.35,12.0,keith-benson,2011,keith-benson,32376,Oakland,23,754,2.61,1378,1.38,10.03,9.86,27.38
61,102,2016,1627791,Ben,Bentil,Ben Bentil,PF,79.25,6' 7.25'',80.25,6' 8.25'',229.2,85.5,7' 1.5'',105.0,8' 9'',9.7,9.5,10.0,29.0,33.0,11.16,3.1,3.3,,ben-bentil,2016,ben-bentil,3136469,Providence,32,1112,1.27,1963,1.37,3.21,9.52,18.46
62,103,2020,1630189,Tyler,Bey,Tyler Bey,PF,78.0,6'6.00'',79.0,6'7.00'',212.8,85.25,7'1.25'',105.5,8'9.50'',5.0,8.5,9.0,37.0,43.5,11.35,2.75,3.17,,tyler-bey,2020,tyler-bey,4278502,Colorado,29,828,1.9,1419,3.1,3.98,9.5,29.44
63,105,2014,203920,Khem,Birch,Khem Birch,PF,79.5,6' 7.5'',81.25,6' 9.25'',208.8,85.0,7' 1'',107.0,8' 11'',6.0,9.0,8.5,30.5,35.5,11.6,3.24,3.26,,khem-birch,2014,khem-birch,56173,UNLV,26,829,2.25,1374,1.09,11.46,14.51,23.08
64,106,2009,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,6' 5.25'',78.5,6' 6.5'',276.6,86.0,7' 2'',106.5,8' 10.5'',12.0,,,26.0,33.0,11.5,,3.45,18.0,dejuan-blair,2009,dejuan-blair,36578,Pittsburgh,29,767,1.46,1300,3.38,3.89,27.33,32.01
65,107,2006,200807,Will,Blalock,Will Blalock,PG,71.25,5' 11.25'',72.5,6' 0.5'',194.0,78.0,6' 6'',96.5,8' 0.5'',7.2,,,35.0,40.0,11.08,,3.18,8.0,will-blalock,2006,will-blalock,15217,Iowa State,20,704,0.32,1269,3.31,0.17,2.45,9.25
66,110,2010,202339,Eric,Bledsoe,Eric Bledsoe,PG,72.25,6' 0.25'',73.5,6' 1.5'',191.6,79.5,6' 7.5'',98.0,8' 2'',5.6,8.5,9.75,,,,,,9.0,eric-bledsoe,2010,eric-bledsoe,45881,Kentucky,31,941,0.42,1673,2.45,1.15,1.86,9.81
67,111,2016,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,78.25,6' 6.25'',79.25,6' 7.25'',213.6,82.0,6' 10'',102.0,8' 6'',5.25,8.5,10.0,35.0,41.0,11.53,3.26,3.2,,jaron-blossomgame,2016,jaron-blossomgame,61835,Clemson,31,1060,1.35,1703,1.35,4.25,6.71,18.14
68,112,2017,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,6' 5.75'',78.75,6' 6.75'',218.6,82.0,6' 10'',104.5,8' 8.5'',5.7,8.75,10.25,31.0,35.5,11.47,3.35,3.17,16.0,jaron-blossomgame,2017,jaron-blossomgame,61835,Clemson,32,1097,2.13,1875,1.39,2.68,6.58,16.77
69,113,2013,203505,Vander,Blue,Vander Blue,SG,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,28.0,37.5,10.4,2.7,3.14,4.0,vander-blue,2013,vander-blue,51393,Marquette,12,378,0.82,610,2.13,0.0,2.57,9.16
70,114,2015,1626207,Ryan,Boatright,Ryan Boatright,PG,70.0,5' 10'',71.0,5' 11'',169.6,72.5,6' 0.5'',92.5,7' 8.5'',6.6,7.5,8.75,32.0,41.0,10.71,3.05,3.26,10.0,ryan-boatright,2015,ryan-boatright,56634,UConn,34,1216,0.37,1911,2.41,0.74,1.78,12.9
71,118,2007,12205,Mario,Boggan,Mario Boggan,PF,77.0,6' 5'',79.0,6' 7'',240.0,86.0,7' 2'',107.0,8' 11'',9.2,,,24.0,26.5,12.18,,3.45,12.0,mario-boggan,2007,mario-boggan,11278,Oklahoma State,20,676,0.53,1142,2.1,2.44,10.33,18.81
72,120,2019,1629626,Bol,Bol,Bol Bol,C,84.75,7' 0.75'',86.5,7' 2.5'',208.0,91.0,7' 7'',115.5,9' 7.5'',7.1,9.25,9.5,,,,,,,bol-bol,2019,bol-bol,4397102,Oregon,5,158,2.58,271,1.1,8.02,6.37,28.7
73,121,2016,1627762,Joel,Bolomboy,Joel Bolomboy,PF,79.5,6' 7.5'',81.0,6' 9'',224.4,85.75,7' 1.75'',103.5,8' 7.5'',5.15,9.0,10.25,37.5,40.5,10.26,2.86,3.17,,joel-bolomboy,2016,joel-bolomboy,61231,Weber State,29,946,3.7,1621,1.17,3.26,13.4,33.03
74,122,2019,1629648,Jordan,Bone,Jordan Bone,SG,73.5,6' 1.5'',74.75,6' 2.75'',179.0,75.25,6' 3.25'',95.0,7' 11'',5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7.0,jordan-bone,2019,jordan-bone,4066212,Tennessee,31,1016,0.17,1784,1.35,0.45,1.84,9.41
75,124,2010,202344,Trevor,Booker,Trevor Booker,PF,78.25,6' 6.25'',79.5,6' 7.5'',235.8,81.75,6' 9.75'',106.0,8' 10'',7.3,9.0,9.5,31.0,36.0,11.15,,3.1,22.0,trevor-booker,2010,trevor-booker,31865,Clemson,31,949,1.91,1678,2.56,4.7,10.87,22.63
76,125,2015,1626164,Devin,Booker,Devin Booker,SG,76.5,6' 4.5'',77.75,6' 5.75'',205.8,80.25,6' 8.25'',102.5,8' 6.5'',8.3,8.75,9.0,27.5,34.5,10.27,2.75,3.28,8.0,devin-booker,2015,devin-booker,3136193,Kentucky,31,674,0.73,1097,1.28,0.16,2.93,8.31
77,129,2017,1628449,Chris,Boucher,Chris Boucher,PF,80.0,6' 8'',81.5,6' 9.5'',182.2,88.0,7' 4'',110.5,9' 2.5'',5.4,9.25,10.5,,,,,,,chris-boucher,2017,chris-boucher,3948153,Oregon,28,659,4.6,1153,0.95,11.58,10.18,22.47
78,135,2006,200847,Brandon,Bowman,Brandon Bowman,SF,78.75,6' 6.75'',80.25,6' 8.25'',209.0,83.5,6' 11.5'',103.0,8' 7'',8.4,,,31.0,34.0,11.41,,3.31,24.0,brandon-bowman,2006,brandon-bowman,12052,Georgetown,20,578,1.38,870,2.41,2.93,7.84,15.75
79,136,2019,1629065,Ky,Bowman,Ky Bowman,PG,73.0,6' 1'',74.25,6' 2.25'',181.2,79.0,6' 7'',98.0,8' 2'',4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,ky-bowman,2019,ky-bowman,4065635,Boston College,29,1136,0.36,1952,1.89,1.37,2.52,19.58
80,138,2010,202342,Craig,Brackins,Craig Brackins,PF-SF,80.5,6' 8.5'',81.75,6' 9.75'',229.0,84.0,7' 0'',109.0,9' 1'',7.9,9.5,11.25,26.0,35.0,11.65,,3.39,6.0,craig-brackins,2010,craig-brackins,36262,Iowa State,27,945,1.74,1670,1.26,3.58,6.69,21.05
