,Unnamed: 0,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME,season,name,pid,team,g,min,dunks,poss,stl,blk,orb,drb
632,1084,2017,1628421,Devin,Robinson,Devin Robinson,SF,79.0,6' 7'',80.25,6' 8.25'',189.6,84.75,7' 0.75'',106.0,8' 10'',3.2,9.25,10.25,35.5,41.5,12.85,3.61,3.23,10.0,devin-robinson,2017,devin-robinson,3137798,Florida,31,804,1.61,1432,2.09,3.14,8.78,20.77
633,1085,2014,203922,Glenn,Robinson III,Glenn Robinson III,SF,77.5,6' 5.5'',78.75,6' 6.75'',211.4,82.0,6' 10'',100.5,8' 4.5'',5.05,9.0,9.5,36.5,41.5,11.22,3.04,3.15,,glenn-robinson-iii,2014,glenn-robinson-iii,61806,Michigan,31,974,2.01,1542,1.75,1.12,6.34,12.15
634,1086,2008,12270,Richard,Roby,Richard Roby,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',203.0,81.75,6' 9.75'',104.0,8' 8'',9.2,,,,,,,,,richard-roby,2008,richard-roby,22187,Colorado,26,908,0.71,1415,1.84,2.62,6.13,19.73
635,1087,2019,1629676,Isaiah,Roby,Isaiah Roby,PF,79.25,6' 7.25'',80.5,6' 8.5'',214.0,85.0,7' 1'',106.0,8' 10'',3.9,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9.0,isaiah-roby,2019,isaiah-roby,4066392,Nebraska,34,1078,1.54,1813,2.32,6.43,7.14,19.5
636,1088,2008,201565,Derrick,Rose,Derrick Rose,PG,73.5,6' 1.5'',74.5,6' 2.5'',196.0,80.0,6' 8'',98.5,8' 2.5'',4.6,,,34.5,40.0,11.69,,3.05,10.0,derrick-rose,2008,derrick-rose,36204,Memphis,32,891,0.76,1576,2.35,1.13,4.73,12.03
637,1089,2012,203082,Terrence,Ross,Terrence Ross,SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,31.0,37.5,11.78,,3.28,2.0,terrence-ross,2012,terrence-ross,51075,Washington,18,555,1.01,989,2.53,3.02,4.84,16.57
638,1090,2014,203941,LaQuinton,Ross,LaQuinton Ross,SF,78.5,6' 6.5'',79.5,6' 7.5'',238.7,85.75,7' 1.75'',106.0,8' 10'',16.3,8.75,9.75,25.0,31.0,11.97,3.52,3.44,,laquinton-ross,2014,laquinton-ross,56693,Ohio State,27,772,0.31,1274,1.41,2.39,8.4,19.73
639,1091,2006,200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,6' 5.25'',78.25,6' 6.25'',207.0,80.0,6' 8'',101.0,8' 5'',7.6,,,34.0,40.5,11.13,,3.27,6.0,brandon-roy,2006,brandon-roy,11305,Washington,19,617,0.18,1111,1.62,1.73,9.51,14.6
640,1092,2015,1626179,Terry,Rozier,Terry Rozier,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',190.2,80.25,6' 8.25'',98.5,8' 2.5'',5.6,8.25,8.5,33.0,38.0,10.84,2.84,3.15,7.0,terry-rozier,2015,terry-rozier,66587,Louisville,31,1062,0.4,1765,3.51,0.41,4.09,13.85
641,1097,2007,12227,Dustin,Salisbery,Dustin Salisbery,SG,75.0,6' 3'',76.75,6' 4.75'',208.0,80.0,6' 8'',100.5,8' 4.5'',6.6,,,34.0,38.0,11.07,,3.12,11.0,dustin-salisbery,2007,dustin-salisbery,15424,Temple,12,388,0.87,687,2.91,0.83,3.97,12.9
642,1102,2010,202336,Larry,Sanders,Larry Sanders,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',222.4,89.75,7' 5.75'',112.0,9' 4'',4.6,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,larry-sanders,2010,larry-sanders,36534,VCU,14,389,2.34,641,0.47,6.48,15.18,25.8
643,1112,2010,12341,Jon,Scheyer,Jon Scheyer,PG-SG,76.75,6' 4.75'',78.0,6' 6'',180.0,75.25,6' 3.25'',99.0,8' 3'',5.4,7.75,9.5,,,,,,,jon-scheyer,2010,jon-scheyer,31709,Duke,34,1245,0.0,2128,2.63,0.62,2.67,9.43
644,1113,2006,-1,Blake,Schilb,Blake Schilb,PG-SG,77.25,6' 5.25'',78.25,6' 6.25'',209.0,80.75,6' 8.75'',102.0,8' 6'',11.3,,,28.5,34.5,11.25,,3.43,13.0,blake-schilb,2006,blake-schilb,16126,Loyola Chicago,2,74,0.0,131,0.76,4.97,4.91,17.72
645,1114,2007,12228,Blake,Schilb,Blake Schilb,SG,77.0,6' 5'',79.0,6' 7'',214.0,81.0,6' 9'',102.5,8' 6.5'',10.0,,,26.5,33.5,11.63,,3.36,11.0,blake-schilb,2007,blake-schilb,16126,Loyola Chicago,8,287,0.22,456,1.97,2.84,3.37,17.39
646,1115,2019,1629678,Admiral,Schofield,Admiral Schofield,SF,76.0,6' 4'',77.25,6' 5.25'',240.6,81.75,6' 9.75'',102.5,8' 6.5'',6.8,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15.0,admiral-schofield,2019,admiral-schofield,3918423,Tennessee,31,974,0.94,1710,1.46,1.88,4.67,18.09
647,1117,2012,203118,Mike,Scott,Mike Scott,PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,27.0,32.5,11.59,,3.44,14.0,mike-scott,2012,mike-scott,36117,Virginia,12,362,0.35,572,1.57,1.32,15.27,29.77
648,1122,2011,202729,Josh,Selby,Josh Selby,SG-PG,73.75,6' 1.75'',75.0,6' 3'',194.6,77.25,6' 5.25'',98.0,8' 2'',7.9,8.5,9.0,29.5,42.0,11.13,,3.2,5.0,josh-selby,2011,josh-selby,51466,Kansas,18,432,0.26,762,2.75,0.25,2.12,10.4
649,1126,2007,201196,Ramon,Sessions,Ramon Sessions,PG,74.0,6' 2'',75.75,6' 3.75'',185.0,76.25,6' 4.25'',97.5,8' 1.5'',6.2,,,29.5,33.5,11.65,,3.27,8.0,ramon-sessions,2007,ramon-sessions,23275,Nevada,11,352,0.33,602,1.82,0.79,4.73,14.83
650,1127,2018,1629012,Collin,Sexton,Collin Sexton,PG,72.5,6' 0.5'',73.5,6' 1.5'',183.0,79.25,6' 7.25'',98.5,8' 2.5'',5.6,8.25,8.5,,,,,,,collin-sexton,2018,collin-sexton,4277811,Alabama,29,866,0.39,1525,1.77,0.38,4.65,10.72
651,1129,2007,201203,Mustafa,Shakur,Mustafa Shakur,PG,75.0,6' 3'',76.5,6' 4.5'',185.0,77.5,6' 5.5'',99.0,8' 3'',4.1,,,28.5,35.0,11.82,,3.27,11.0,mustafa-shakur,2007,mustafa-shakur,15141,Arizona,24,843,0.2,1467,2.45,0.48,2.26,11.2
652,1130,2018,1629013,Landry,Shamet,Landry Shamet,PG,76.0,6' 4'',77.25,6' 5.25'',188.6,78.75,6' 6.75'',100.0,8' 4'',4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0,landry-shamet,2018,landry-shamet,3914044,Wichita State,31,979,0.35,1731,1.33,0.6,1.76,10.64
653,1131,2019,1629621,Marial,Shayok,Marial Shayok,SF-PF,76.5,6' 4.5'',77.5,6' 5.5'',196.8,84.25,7' 0.25'',103.5,8' 7.5'',4.7,8.75,9.25,29.5,36.5,11.16,3.04,3.37,9.0,marial-shayok,2019,marial-shayok,3138201,Iowa State,32,1045,0.55,1809,1.6,0.85,5.78,13.0
654,1137,2011,202697,Iman,Shumpert,Iman Shumpert,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',221.8,81.5,6' 9.5'',99.5,8' 3.5'',6.5,9.0,9.0,36.5,42.0,11.1,,3.18,18.0,iman-shumpert,2011,iman-shumpert,40975,Georgia Tech,20,644,0.89,1117,4.3,0.91,7.31,19.29
655,1138,2016,1627783,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',81.5,6' 9.5'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',5.2,9.25,10.0,30.5,36.5,11.25,3.09,3.41,,pascal-siakam,2016,pascal-siakam,3149673,New Mexico State,32,1106,1.78,1856,1.67,6.8,14.4,25.68
656,1142,2006,200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,6' 8.25'',81.5,6' 9.5'',223.0,88.25,7' 4.25'',108.5,9' 0.5'',5.6,,,30.5,35.0,11.05,,3.31,15.0,cedric-simmons,2006,cedric-simmons,22347,NC State,22,626,2.0,1048,1.34,10.09,8.35,20.68
657,1143,2017,1628424,Kobi,Simmons,Kobi Simmons,PG,75.25,6' 3.25'',76.5,6' 4.5'',166.2,78.0,6' 6'',99.0,8' 3'',5.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3.0,kobi-simmons,2017,kobi-simmons,4066335,Arizona,31,756,1.01,1290,1.7,0.29,1.52,6.83
658,1146,2012,203156,Henry,Sims,Henry Sims,C-PF,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,26.5,29.5,12.33,,3.44,7.0,henry-sims,2012,henry-sims,41734,Georgetown,5,152,1.22,246,1.22,5.69,15.22,20.34
659,1147,2011,202713,Kyle,Singler,Kyle Singler,SF,79.5,6' 7.5'',80.5,6' 8.5'',228.0,82.1,6' 10.1'',106.0,8' 10'',10.0,8.25,8.75,23.0,30.0,11.22,,3.21,10.0,kyle-singler,2011,kyle-singler,36156,Duke,26,892,0.25,1597,1.82,1.01,9.12,13.51
660,1148,2008,201606,Sean,Singletary,Sean Singletary,PG,71.0,5' 11'',72.0,6' 0'',183.8,76.5,6' 4.5'',95.0,7' 11'',4.2,,,26.0,,,,,18.0,sean-singletary,2008,sean-singletary,22208,Virginia,28,950,0.0,1715,3.15,0.0,3.07,10.05
661,1149,2011,202698,Chris,Singleton,Chris Singleton,SF,79.75,6' 7.75'',81.0,6' 9'',230.2,85.0,7' 1'',103.5,8' 7.5'',7.4,9.25,10.0,30.5,37.5,11.33,,3.09,15.0,chris-singleton,2011,chris-singleton,40974,Florida State,22,672,1.28,1175,3.32,5.82,8.1,18.03
662,1150,2013,203491,Peyton,Siva,Peyton Siva,PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16,15.0,peyton-siva,2013,peyton-siva,45951,Louisville,7,215,0.28,361,4.15,0.6,2.17,6.67
663,1151,2011,12441,Jamie,Skeen,Jamie Skeen,PF,78.5,6' 6.5'',80.0,6' 8'',241.6,85.25,7' 1.25'',106.5,8' 10.5'',9.8,8.5,8.5,26.0,30.5,12.43,,3.46,10.0,jamie-skeen,2011,jamie-skeen,31693,VCU,18,561,0.87,923,0.87,3.7,9.64,21.76
664,1152,2006,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,6' 7'',80.0,6' 8'',220.0,83.5,6' 11.5'',104.5,8' 8.5'',8.5,,,30.0,34.0,11.56,,3.4,9.0,marcus-slaughter,2006,marcus-slaughter,15639,San Diego State,4,144,1.68,238,2.1,0.65,16.87,36.04
665,1155,2014,203935,Marcus,Smart,Marcus Smart,PG,74.0,6' 2'',75.25,6' 3.25'',227.2,81.25,6' 9.25'',99.0,8' 3'',10.55,9.0,8.75,33.0,36.0,10.82,2.96,3.26,,marcus-smart,2014,marcus-smart,61669,Oklahoma State,29,937,0.98,1631,4.84,1.88,5.22,15.22
666,1162,2006,200783,Craig,Smith,Craig Smith,PF,77.5,6' 5.5'',78.5,6' 6.5'',259.0,81.5,6' 9.5'',103.5,8' 7.5'',12.2,,,30.0,29.5,11.59,,3.4,,craig-smith,2006,craig-smith,11225,Boston College,21,785,2.44,1270,1.97,2.38,11.2,23.73
667,1163,2006,200848,Steven,Smith,Steven Smith,SF-PF,79.5,6' 7.5'',81.25,6' 9.25'',238.0,84.5,7' 0.5'',104.0,8' 8'',7.8,,,29.5,34.5,12.08,,3.4,15.0,steven-smith,2006,steven-smith,11536,La Salle,1,31,2.08,48,2.08,0.0,8.06,7.59
668,1164,2007,201160,Jason,Smith,Jason Smith,PF,82.75,6' 10.75'',83.5,6' 11.5'',233.0,82.75,6' 10.75'',106.0,8' 10'',7.5,,,33.5,37.5,10.96,,3.29,15.0,jason-smith,2007,jason-smith,22251,Colorado State,10,325,1.97,559,0.18,4.59,17.15,32.42
669,1165,2009,12284,Tyler,Smith,Tyler Smith,SF,77.25,6' 5.25'',78.0,6' 6'',212.0,81.75,6' 9.75'',104.5,8' 8.5'',7.0,,,29.0,33.5,10.69,,3.24,10.0,tyler-smith,2009,tyler-smith,31982,Tennessee,33,1071,0.88,1934,1.29,0.73,7.32,14.29
670,1167,2011,202701,Nolan,Smith,Nolan Smith,PG,73.5,6' 1.5'',75.5,6' 3.5'',187.6,77.5,6' 5.5'',99.0,8' 3'',5.6,8.5,9.25,28.5,34.0,11.05,,3.17,9.0,nolan-smith,2011,nolan-smith,36157,Duke,26,885,0.88,1584,2.4,0.31,5.01,12.19
671,1168,2018,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,6' 2.75'',76.0,6' 4'',198.6,81.75,6' 9.75'',100.0,8' 4'',6.05,8.75,8.25,33.0,41.5,11.02,3.15,3.05,10.0,zhaire-smith,2018,zhaire-smith,4277923,Texas Tech,32,893,3.53,1531,2.35,4.81,10.78,11.53
672,1169,2014,203893,Russ,Smith,Russ Smith,PG,71.5,5' 11.5'',72.75,6' 0.75'',160.0,75.5,6' 3.5'',95.0,7' 11'',3.5,8.25,8.5,29.5,34.0,11.57,3.01,3.27,,russ-smith,2014,russ-smith,51478,Louisville,31,890,0.32,1546,4.33,0.36,3.17,10.38
673,1170,2020,1630188,Jalen,Smith,Jalen Smith,PF-C,81.25,6'9.25'',82.2,6'10.25'',224.6,86.25,7'2.25'',110.0,9'2.00'',3.7,9.25,9.25,,,,,,,jalen-smith,2020,jalen-smith,4397189,Maryland,31,970,2.84,1652,1.33,8.24,12.17,27.2
674,1171,2013,203503,Tony,Snell,Tony Snell,SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,tony-snell,2013,tony-snell,51162,New Mexico,15,454,0.78,765,1.57,2.02,1.73,10.32
675,1175,2013,203480,James,Southerland,James Southerland,SF-PF,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,29.0,32.0,10.9,3.03,3.38,5.0,james-southerland,2013,james-southerland,46155,Syracuse,5,144,2.42,247,3.63,8.28,3.54,12.13
676,1178,2018,1629034,Ray,Spalding,Ray Spalding,PF,81.0,6' 9'',82.25,6' 10.25'',215.4,88.75,7' 4.75'',109.0,9' 1'',5.55,9.25,9.0,26.0,32.0,11.48,3.2,3.34,12.0,ray-spalding,2018,ray-spalding,3908806,Louisville,35,965,2.55,1687,3.02,6.44,14.11,22.09
677,1179,2018,1629016,Omari,Spellman,Omari Spellman,PF-C,80.0,6' 8'',81.25,6' 9.25'',253.8,86.0,7' 2'',107.5,8' 11.5'',13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0,omari-spellman,2018,omari-spellman,4065836,Villanova,33,927,1.04,1635,1.28,5.32,11.03,25.03
678,1181,2020,1630199,Cassius,Stanley,Cassius Stanley,SG,77.0,6'5.00'',78.2,6'6.25'',201.6,79.0,6'7.00'',99.5,8'3.50'',5.8,8.25,9.0,34.5,44.0,11.4,2.43,3.09,,cassius-stanley,2020,cassius-stanley,4431686,Duke,29,796,2.13,1456,1.37,2.41,8.14,12.95
679,1182,2014,203917,Nik,Stauskas,Nik Stauskas,SG,77.25,6' 5.25'',78.5,6' 6.5'',206.9,79.75,6' 7.75'',102.0,8' 6'',12.05,8.5,8.5,29.0,35.5,10.79,2.92,3.27,,nik-stauskas,2014,nik-stauskas,61809,Michigan,30,1069,0.77,1697,1.12,0.92,1.88,9.84
680,1185,2010,202362,Lance,Stephenson,Lance Stephenson,SG,76.5,6' 4.5'',77.75,6' 5.75'',227.0,82.5,6' 10.5'',103.0,8' 7'',9.3,9.0,10.25,27.0,33.0,11.39,,3.38,10.0,lance-stephenson,2010,lance-stephenson,45944,Cincinnati,33,936,0.96,1563,1.92,0.72,8.18,15.58
681,1187,2020,1630205,Lamar,Stevens,Lamar Stevens,SF-PF,77.75,6'5.75'',78.7,6'6.75'',228.0,81.0,6'9.00'',101.0,8'5.00'',6.8,8.5,9.75,35.0,41.0,10.35,2.54,3.2,,lamar-stevens,2020,lamar-stevens,4066405,Penn State,31,963,1.22,1727,1.97,3.84,4.57,21.3
682,1189,2020,1630191,Isaiah,Stewart,Isaiah Stewart,C,79.25,6'7.25'',80.5,6'8.50'',243.0,88.75,7'4.75'',108.5,9'0.50'',7.5,9.0,10.5,,,,,,,isaiah-stewart,2020,isaiah-stewart,4432810,Washington,32,1031,1.44,1811,0.94,6.86,11.58,21.41
683,1191,2006,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,6' 1.75'',74.75,6' 2.75'',208.0,77.0,6' 5'',97.5,8' 1.5'',6.0,,,28.0,31.5,10.95,,3.27,17.0,curtis-stinson,2006,curtis-stinson,15220,Iowa State,20,718,0.0,1295,4.25,0.0,7.21,11.96
684,1192,2014,203950,Jarnell,Stokes,Jarnell Stokes,PF,79.0,6' 7'',80.5,6' 8.5'',262.8,85.25,7' 1.25'',103.5,8' 7.5'',8.2,9.75,10.5,31.0,36.0,11.92,3.2,3.26,,jarnell-stokes,2014,jarnell-stokes,61049,Tennessee,29,937,1.14,1487,1.21,2.97,16.65,24.65
685,1194,2016,1627754,Diamond,Stone,Diamond Stone,C,81.0,6' 9'',82.25,6' 10.25'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',12.85,8.5,7.75,27.0,29.5,12.02,3.22,3.5,,diamond-stone,2016,diamond-stone,3924880,Maryland,31,706,3.71,1186,1.35,7.46,15.0,17.13
686,1196,2007,201199,DJ,Strawberry,DJ Strawberry,SG,75.75,6' 3.75'',77.0,6' 5'',199.0,78.5,6' 6.5'',101.0,8' 5'',4.5,,,28.5,35.0,10.87,,3.14,21.0,dj-strawberry,2007,dj-strawberry,15354,Maryland,25,784,0.83,1440,3.61,1.1,5.37,10.96
687,1197,2007,201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,6' 3.75'',76.5,6' 4.5'',207.0,79.25,6' 7.25'',100.5,8' 4.5'',6.1,,,30.5,35.0,11.34,,3.11,14.0,rodney-stuckey,2007,rodney-stuckey,22937,Eastern Washington,3,62,0.0,119,1.67,0.0,1.92,15.48
688,1198,2012,203096,Jared,Sullinger,Jared Sullinger,PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,29.5,31.0,12.77,,3.81,9.0,jared-sullinger,2012,jared-sullinger,51405,Ohio State,9,283,1.4,501,3.19,2.77,13.18,29.88
689,1199,2009,201969,DaJuan,Summers,DaJuan Summers,SF,79.25,6' 7.25'',80.5,6' 8.5'',243.0,84.75,7' 0.75'',106.5,8' 10.5'',6.6,,,29.5,34.5,10.94,,3.17,15.0,dajuan-summers,2009,dajuan-summers,32020,Georgetown,26,783,1.25,1283,1.95,2.72,6.12,12.64
690,1200,2017,1628410,Edmond,Sumner,Edmond Sumner,PG,76.0,6' 4'',77.75,6' 5.75'',176.4,81.0,6' 9'',102.5,8' 6.5'',8.3,8.25,9.0,,,,,,,edmond-sumner,2017,edmond-sumner,3136485,Xavier,17,554,1.33,974,2.36,3.1,1.94,13.43
691,1201,2007,12230,Curtis,Sumpter,Curtis Sumpter,SF,78.0,6' 6'',79.75,6' 7.75'',227.0,81.5,6' 9.5'',104.0,8' 8'',5.3,,,27.5,32.5,11.3,,3.22,12.0,curtis-sumpter,2007,curtis-sumpter,11155,Villanova,23,694,0.35,1150,1.65,4.51,11.89,21.9
692,1203,2016,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',246.6,87.5,7' 3.5'',107.0,8' 11'',12.55,9.0,10.25,26.0,29.0,12.8,,,,caleb-swanigan,2016,caleb-swanigan,3906671,Purdue,33,852,0.55,1465,0.82,0.94,8.38,29.36
693,1204,2017,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',245.6,87.0,7' 3'',108.0,9' 0'',,9.5,10.25,,,,,,,caleb-swanigan,2017,caleb-swanigan,3906671,Purdue,30,971,0.94,1705,0.7,2.24,11.91,35.56
694,1206,2015,1626208,Keifer,Sykes,Keifer Sykes,PG,70.5,5' 10.5'',71.75,5' 11.75'',167.2,74.0,6' 2'',93.0,7' 9'',5.0,8.5,9.5,34.0,43.0,10.47,3.15,3.13,8.0,keifer-sykes,2015,keifer-sykes,57159,Green Bay,31,1095,1.28,1790,2.96,0.51,2.97,13.66
695,1208,2007,201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,5' 11.5'',72.75,6' 0.75'',168.0,74.5,6' 2.5'',93.5,7' 9.5'',5.0,,,28.5,33.0,11.51,,3.22,7.0,jamaal-tatum,2007,jamaal-tatum,16264,Southern Illinois,19,636,0.1,988,2.12,0.0,3.79,10.67
696,1210,2008,12272,Bryce,Taylor,Bryce Taylor,SG,74.75,6' 2.75'',76.25,6' 4.25'',210.0,81.0,6' 9'',99.5,8' 3.5'',8.3,,,34.5,41.0,11.08,,3.19,16.0,bryce-taylor,2008,bryce-taylor,22483,Oregon,28,919,0.97,1550,1.35,1.39,4.75,9.96
697,1212,2009,201966,Jermaine,Taylor,Jermaine Taylor,SG,75.5,6' 3.5'',76.75,6' 4.75'',207.4,80.75,6' 8.75'',101.0,8' 5'',5.8,,,34.0,37.5,11.54,,3.32,16.0,jermaine-taylor,2009,jermaine-taylor,26812,UCF,27,865,2.37,1473,2.37,2.89,8.0,12.45
698,1213,2012,12507,Jordan,Taylor,Jordan Taylor,PG,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,33.0,36.5,10.57,,3.19,14.0,jordan-taylor,2012,jordan-taylor,41152,Wisconsin,9,316,0.0,473,1.69,0.0,3.65,13.39
699,1215,2012,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',76.0,6' 4'',177.0,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,,3.2,0.0,tyshawn-taylor,2012,tyshawn-taylor,41766,Kansas,7,246,0.73,410,1.46,1.32,0.0,7.08
700,1216,2009,201952,Jeff,Teague,Jeff Teague,PG,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',4.5,,,30.5,36.5,11.05,,3.18,13.0,jeff-teague,2009,jeff-teague,36121,Wake Forest,27,855,0.86,1620,3.27,2.0,1.85,9.48
701,1217,2012,203104,Marquis,Teague,Marquis Teague,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,,3.19,8.0,marquis-teague,2012,marquis-teague,56354,Kentucky,5,153,0.37,271,3.31,1.93,0.8,5.23
702,1218,2007,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',79.5,6' 7.5'',222.0,82.0,6' 10'',103.5,8' 7.5'',8.9,,,31.0,37.5,11.76,,3.26,18.0,reyshawn-terry,2007,reyshawn-terry,15484,North Carolina,28,611,1.23,1140,1.67,3.42,8.04,22.66
703,1219,2020,1630179,Tyrell,Terry,Tyrell Terry,PG,73.5,6'1.50'',75.0,6'3.00'',170.0,73.75,6'1.75'',96.0,8'0.00'',7.6,7.5,8.25,30.0,34.0,10.78,2.59,3.28,,tyrell-terry,2020,tyrell-terry,4431747,Stanford,30,971,0.24,1668,2.4,0.24,1.59,16.36
704,1220,2009,201934,Hasheem,Thabeet,Hasheem Thabeet,C,85.25,7' 1.25'',86.5,7' 2.5'',267.2,90.25,7' 6.25'',113.0,9' 5'',6.7,,,,,,,,,hasheem-thabeet,2009,hasheem-thabeet,31559,UConn,30,969,4.03,1661,1.08,12.94,14.88,23.88
705,1221,2014,203904,Xavier,Thames,Xavier Thames,PG,74.25,6' 2.25'',75.5,6' 3.5'',187.0,76.0,6' 4'',96.0,8' 0'',6.4,8.25,9.0,29.0,32.5,11.48,3.02,3.48,,xavier-thames,2014,xavier-thames,46068,San Diego State,27,833,0.0,1346,3.34,0.41,2.53,10.75
706,1225,2006,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',80.25,6' 8.25'',217.0,87.0,7' 3'',108.0,9' 0'',5.6,,,34.0,39.5,11.36,,3.2,8.0,tyrus-thomas,2006,tyrus-thomas,22259,LSU,13,325,3.87,569,2.64,13.92,13.97,29.46
707,1226,2011,12445,Malcolm,Thomas,Malcolm Thomas,PF,79.5,6' 7.5'',80.75,6' 8.75'',223.0,84.5,7' 0.5'',107.5,8' 11.5'',5.9,9.5,10.5,32.0,36.5,11.31,,3.29,3.0,malcolm-thomas,2011,malcolm-thomas,37493,San Diego State,27,803,2.16,1299,1.08,6.78,13.21,23.87
708,1227,2011,202738,Isaiah,Thomas,Isaiah Thomas,PG,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',6.7,8.25,9.0,31.5,40.0,10.49,,3.14,13.0,isaiah-thomas,2011,isaiah-thomas,41021,Washington,25,796,0.0,1463,1.98,0.12,2.07,11.49
709,1228,2013,203472,Deshaun,Thomas,Deshaun Thomas,SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53,5.0,deshaun-thomas,2013,deshaun-thomas,51406,Ohio State,4,136,0.0,212,1.41,0.93,7.94,17.75
710,1229,2013,203519,Adonis,Thomas,Adonis Thomas,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,adonis-thomas,2013,adonis-thomas,57002,Memphis,22,605,0.37,1073,1.4,2.64,6.03,9.87
711,1230,2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,6' 2.5'',75.75,6' 3.75'',198.8,82.5,6' 10.5'',101.0,8' 5'',6.4,8.75,9.25,30.0,35.0,10.96,3.18,3.18,14.0,khyri-thomas,2018,khyri-thomas,3912334,Creighton,24,804,0.96,1462,2.46,0.89,3.84,11.93
712,1231,2011,202717,Trey,Thompkins,Trey Thompkins,PF,80.5,6' 8.5'',81.75,6' 9.75'',239.0,85.0,7' 1'',107.5,8' 11.5'',15.5,9.25,9.75,27.5,30.5,11.72,,3.41,15.0,trey-thompkins,2011,trey-thompkins,41704,Georgia,21,640,1.03,1062,2.16,5.67,7.93,22.74
